first_commit_message,title,first_comment,files_changed,file_extension,labels,lines_added,lines_removed,everything,all_excluding_first_commit,all_excluding_title,all_excluding_first_comment,all_excluding_labels,all_without_file_extensions,all_string_data,title_commit_comment,final_tag
Booksim2 abandoned svn and moved to github,Booksim2 abandoned svn and moved to github (https://github.com/booksim/b...,"Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com",127,db svn-base,,1,26051,"Booksim2 abandoned svn and moved to github Booksim2 abandoned svn and moved to github (https://github.com/booksim/b... Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com 127 db svn-base  1 26051","Booksim2 abandoned svn and moved to github (https://github.com/booksim/b... Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com 127 db svn-base  1 26051","Booksim2 abandoned svn and moved to github Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com 127 db svn-base  1 26051",Booksim2 abandoned svn and moved to github Booksim2 abandoned svn and moved to github (https://github.com/booksim/b... 127 db svn-base  1 26051,"Booksim2 abandoned svn and moved to github Booksim2 abandoned svn and moved to github (https://github.com/booksim/b... Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com 127 db svn-base 1 26051","Booksim2 abandoned svn and moved to github Booksim2 abandoned svn and moved to github (https://github.com/booksim/b... Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com 127  1 26051","Booksim2 abandoned svn and moved to github Booksim2 abandoned svn and moved to github (https://github.com/booksim/b... Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com db svn-base ","Booksim2 abandoned svn and moved to github Booksim2 abandoned svn and moved to github (https://github.com/booksim/b... Response to issue #5 Booksim2 abandoned svn and moved to github (https://github.com/booksim/booksim2). This .svn folder is useless now and should be deleted. For further integration, a git submodule/git subtree may be used. Since I modified their source code, we cannot use git submodule/git subtree easily. @andrewboktor @tgrogers Can you do a code review on this? Thanks! Signed-off-by: Myrice qqlddg@gmail.com",repository operation
Merge pull request #1 from cloudozer/master ,Merge pull request #1 from cloudozer/master,update,0,,,0,0,Merge pull request #1 from cloudozer/master  Merge pull request #1 from cloudozer/master update 0   0 0,Merge pull request #1 from cloudozer/master update 0   0 0,Merge pull request #1 from cloudozer/master  update 0   0 0,Merge pull request #1 from cloudozer/master  Merge pull request #1 from cloudozer/master 0   0 0,Merge pull request #1 from cloudozer/master  Merge pull request #1 from cloudozer/master update 0  0 0,Merge pull request #1 from cloudozer/master  Merge pull request #1 from cloudozer/master update 0  0 0,Merge pull request #1 from cloudozer/master  Merge pull request #1 from cloudozer/master update  ,Merge pull request #1 from cloudozer/master  Merge pull request #1 from cloudozer/master update,repository operation
Merge pull request #1 from iluwatar/master ,update from origin,,0,,status:underreview resolution:wontfix,0,0,Merge pull request #1 from iluwatar/master  update from origin  0  status:underreview resolution:wontfix 0 0,update from origin  0  status:underreview resolution:wontfix 0 0,Merge pull request #1 from iluwatar/master   0  status:underreview resolution:wontfix 0 0,Merge pull request #1 from iluwatar/master  update from origin 0  status:underreview resolution:wontfix 0 0,Merge pull request #1 from iluwatar/master  update from origin  0  0 0,Merge pull request #1 from iluwatar/master  update from origin  0 status:underreview resolution:wontfix 0 0,Merge pull request #1 from iluwatar/master  update from origin   status:underreview resolution:wontfix,Merge pull request #1 from iluwatar/master  update from origin ,repository operation
try to download default hosts.txt until success,recent changes,,4,cpp h md,,41,26,try to download default hosts.txt until success recent changes  4 cpp h md  41 26,recent changes  4 cpp h md  41 26,try to download default hosts.txt until success  4 cpp h md  41 26,try to download default hosts.txt until success recent changes 4 cpp h md  41 26,try to download default hosts.txt until success recent changes  4 cpp h md 41 26,try to download default hosts.txt until success recent changes  4  41 26,try to download default hosts.txt until success recent changes  cpp h md ,try to download default hosts.txt until success recent changes ,feature
Added new javascript events for dropdown and modal,Added new javascript events for dropdown and modal,"dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin",3,js,,19,2,"Added new javascript events for dropdown and modal Added new javascript events for dropdown and modal dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin 3 js  19 2","Added new javascript events for dropdown and modal dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin 3 js  19 2","Added new javascript events for dropdown and modal dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin 3 js  19 2",Added new javascript events for dropdown and modal Added new javascript events for dropdown and modal 3 js  19 2,"Added new javascript events for dropdown and modal Added new javascript events for dropdown and modal dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin 3 js 19 2","Added new javascript events for dropdown and modal Added new javascript events for dropdown and modal dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin 3  19 2","Added new javascript events for dropdown and modal Added new javascript events for dropdown and modal dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin js ","Added new javascript events for dropdown and modal Added new javascript events for dropdown and modal dropdown.clicked dropdown.afterRender dropdown.beforeDestroy modal.open modal.afterRender modal.beforeDestroy Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, and do not introduce new bugs Avoid code duplication Remember, small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 feature/improvement Nonessential features should be implemented as plugin",feature
Fix Markdown Syntax error ,Fix Markdown Syntax error,There was a syntax error where the link was broken to the MySQL instructions.,1,markdown,,1,1,Fix Markdown Syntax error  Fix Markdown Syntax error There was a syntax error where the link was broken to the MySQL instructions. 1 markdown  1 1,Fix Markdown Syntax error There was a syntax error where the link was broken to the MySQL instructions. 1 markdown  1 1,Fix Markdown Syntax error  There was a syntax error where the link was broken to the MySQL instructions. 1 markdown  1 1,Fix Markdown Syntax error  Fix Markdown Syntax error 1 markdown  1 1,Fix Markdown Syntax error  Fix Markdown Syntax error There was a syntax error where the link was broken to the MySQL instructions. 1 markdown 1 1,Fix Markdown Syntax error  Fix Markdown Syntax error There was a syntax error where the link was broken to the MySQL instructions. 1  1 1,Fix Markdown Syntax error  Fix Markdown Syntax error There was a syntax error where the link was broken to the MySQL instructions. markdown ,Fix Markdown Syntax error  Fix Markdown Syntax error There was a syntax error where the link was broken to the MySQL instructions.,documentation
first commit,Nagios wrapper,Merged plugin from the sd-agent-plugin-nagios-wrapper repository,2,py md,,114,0,first commit Nagios wrapper Merged plugin from the sd-agent-plugin-nagios-wrapper repository 2 py md  114 0,Nagios wrapper Merged plugin from the sd-agent-plugin-nagios-wrapper repository 2 py md  114 0,first commit Merged plugin from the sd-agent-plugin-nagios-wrapper repository 2 py md  114 0,first commit Nagios wrapper 2 py md  114 0,first commit Nagios wrapper Merged plugin from the sd-agent-plugin-nagios-wrapper repository 2 py md 114 0,first commit Nagios wrapper Merged plugin from the sd-agent-plugin-nagios-wrapper repository 2  114 0,first commit Nagios wrapper Merged plugin from the sd-agent-plugin-nagios-wrapper repository py md ,first commit Nagios wrapper Merged plugin from the sd-agent-plugin-nagios-wrapper repository,feature
Added 1 new location and balanced the campaign.,Balance and new location,Added one more location and balanced the campaign.,3,java,,47,45,Added 1 new location and balanced the campaign. Balance and new location Added one more location and balanced the campaign. 3 java  47 45,Balance and new location Added one more location and balanced the campaign. 3 java  47 45,Added 1 new location and balanced the campaign. Added one more location and balanced the campaign. 3 java  47 45,Added 1 new location and balanced the campaign. Balance and new location 3 java  47 45,Added 1 new location and balanced the campaign. Balance and new location Added one more location and balanced the campaign. 3 java 47 45,Added 1 new location and balanced the campaign. Balance and new location Added one more location and balanced the campaign. 3  47 45,Added 1 new location and balanced the campaign. Balance and new location Added one more location and balanced the campaign. java ,Added 1 new location and balanced the campaign. Balance and new location Added one more location and balanced the campaign.,feature
Complete issue #118 ,Complete issue #118 ,Port adding TODO and fixing log typos in Pusher class,1,cs,backlog,2,1,Complete issue #118  Complete issue #118  Port adding TODO and fixing log typos in Pusher class 1 cs backlog 2 1,Complete issue #118  Port adding TODO and fixing log typos in Pusher class 1 cs backlog 2 1,Complete issue #118  Port adding TODO and fixing log typos in Pusher class 1 cs backlog 2 1,Complete issue #118  Complete issue #118  1 cs backlog 2 1,Complete issue #118  Complete issue #118  Port adding TODO and fixing log typos in Pusher class 1 cs 2 1,Complete issue #118  Complete issue #118  Port adding TODO and fixing log typos in Pusher class 1 backlog 2 1,Complete issue #118  Complete issue #118  Port adding TODO and fixing log typos in Pusher class cs backlog,Complete issue #118  Complete issue #118  Port adding TODO and fixing log typos in Pusher class,feature
Update README.md,Update README.md,,1,md,,2,3,Update README.md Update README.md  1 md  2 3,Update README.md  1 md  2 3,Update README.md  1 md  2 3,Update README.md Update README.md 1 md  2 3,Update README.md Update README.md  1 md 2 3,Update README.md Update README.md  1  2 3,Update README.md Update README.md  md ,Update README.md Update README.md ,documentation
update german translation,update german translation,,1,php,,27,27,update german translation update german translation  1 php  27 27,update german translation  1 php  27 27,update german translation  1 php  27 27,update german translation update german translation 1 php  27 27,update german translation update german translation  1 php 27 27,update german translation update german translation  1  27 27,update german translation update german translation  php ,update german translation update german translation ,translation
,Should have potions in the game,This PR was based on code that has not yet been merged.,0,,ux content design,0,0, Should have potions in the game This PR was based on code that has not yet been merged. 0  ux content design 0 0,Should have potions in the game This PR was based on code that has not yet been merged. 0  ux content design 0 0, This PR was based on code that has not yet been merged. 0  ux content design 0 0, Should have potions in the game 0  ux content design 0 0, Should have potions in the game This PR was based on code that has not yet been merged. 0  0 0, Should have potions in the game This PR was based on code that has not yet been merged. 0 ux content design 0 0, Should have potions in the game This PR was based on code that has not yet been merged.  ux content design, Should have potions in the game This PR was based on code that has not yet been merged.,other
Update zh_CN translation.,Update zh_CN translation.,,1,php,,54,54,Update zh_CN translation. Update zh_CN translation.  1 php  54 54,Update zh_CN translation.  1 php  54 54,Update zh_CN translation.  1 php  54 54,Update zh_CN translation. Update zh_CN translation. 1 php  54 54,Update zh_CN translation. Update zh_CN translation.  1 php 54 54,Update zh_CN translation. Update zh_CN translation.  1  54 54,Update zh_CN translation. Update zh_CN translation.  php ,Update zh_CN translation. Update zh_CN translation. ,translation
Index Table Pattern,Pipeline pattern,Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help.,34,java md png puml ucls xml gitignore,,2003,5,Index Table Pattern Pipeline pattern Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help. 34 java md png puml ucls xml gitignore  2003 5,Pipeline pattern Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help. 34 java md png puml ucls xml gitignore  2003 5,Index Table Pattern Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help. 34 java md png puml ucls xml gitignore  2003 5,Index Table Pattern Pipeline pattern 34 java md png puml ucls xml gitignore  2003 5,Index Table Pattern Pipeline pattern Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help. 34 java md png puml ucls xml gitignore 2003 5,Index Table Pattern Pipeline pattern Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help. 34  2003 5,Index Table Pattern Pipeline pattern Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help. java md png puml ucls xml gitignore ,Index Table Pattern Pipeline pattern Implemented parallelism for all stages. Added pipeline class. Haven't been able to find a workaround for global static buffers. Need help.,other
Update pt_PT/translations.php,Update pt_PT/translations.php,Added missed translations and corrected some old ones.,1,php,,158,158,Update pt_PT/translations.php Update pt_PT/translations.php Added missed translations and corrected some old ones. 1 php  158 158,Update pt_PT/translations.php Added missed translations and corrected some old ones. 1 php  158 158,Update pt_PT/translations.php Added missed translations and corrected some old ones. 1 php  158 158,Update pt_PT/translations.php Update pt_PT/translations.php 1 php  158 158,Update pt_PT/translations.php Update pt_PT/translations.php Added missed translations and corrected some old ones. 1 php 158 158,Update pt_PT/translations.php Update pt_PT/translations.php Added missed translations and corrected some old ones. 1  158 158,Update pt_PT/translations.php Update pt_PT/translations.php Added missed translations and corrected some old ones. php ,Update pt_PT/translations.php Update pt_PT/translations.php Added missed translations and corrected some old ones.,translation
added Android to CMAKE_SYSTEM_NAME if condition,Fixes problem with cross compilation for Android,Small fixes to allow cross compilation for Android,3,c h txt,,185,171,added Android to CMAKE_SYSTEM_NAME if condition Fixes problem with cross compilation for Android Small fixes to allow cross compilation for Android 3 c h txt  185 171,Fixes problem with cross compilation for Android Small fixes to allow cross compilation for Android 3 c h txt  185 171,added Android to CMAKE_SYSTEM_NAME if condition Small fixes to allow cross compilation for Android 3 c h txt  185 171,added Android to CMAKE_SYSTEM_NAME if condition Fixes problem with cross compilation for Android 3 c h txt  185 171,added Android to CMAKE_SYSTEM_NAME if condition Fixes problem with cross compilation for Android Small fixes to allow cross compilation for Android 3 c h txt 185 171,added Android to CMAKE_SYSTEM_NAME if condition Fixes problem with cross compilation for Android Small fixes to allow cross compilation for Android 3  185 171,added Android to CMAKE_SYSTEM_NAME if condition Fixes problem with cross compilation for Android Small fixes to allow cross compilation for Android c h txt ,added Android to CMAKE_SYSTEM_NAME if condition Fixes problem with cross compilation for Android Small fixes to allow cross compilation for Android,bug
Implement chmod functionality in File class,Implement qPlatform_chmod,,10,cpp h hpp,CLASigned,61,0,Implement chmod functionality in File class Implement qPlatform_chmod  10 cpp h hpp CLASigned 61 0,Implement qPlatform_chmod  10 cpp h hpp CLASigned 61 0,Implement chmod functionality in File class  10 cpp h hpp CLASigned 61 0,Implement chmod functionality in File class Implement qPlatform_chmod 10 cpp h hpp CLASigned 61 0,Implement chmod functionality in File class Implement qPlatform_chmod  10 cpp h hpp 61 0,Implement chmod functionality in File class Implement qPlatform_chmod  10 CLASigned 61 0,Implement chmod functionality in File class Implement qPlatform_chmod  cpp h hpp CLASigned,Implement chmod functionality in File class Implement qPlatform_chmod ,feature
Copy 'Visible on dashboard' column flag on project…,Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate,,1,php,,8,2,Copy 'Visible on dashboard' column flag on project… Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate  1 php  8 2,Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate  1 php  8 2,Copy 'Visible on dashboard' column flag on project…  1 php  8 2,Copy 'Visible on dashboard' column flag on project… Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate 1 php  8 2,Copy 'Visible on dashboard' column flag on project… Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate  1 php 8 2,Copy 'Visible on dashboard' column flag on project… Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate  1  8 2,Copy 'Visible on dashboard' column flag on project… Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate  php ,Copy 'Visible on dashboard' column flag on project… Fix #3032: Copy 'Visible on dashboard' column flag on project duplicate ,bug
Mp3 file viewer on attached files list of task,Mp3 viewer,This pull request fix #3543,1,php,,2,0,Mp3 file viewer on attached files list of task Mp3 viewer This pull request fix #3543 1 php  2 0,Mp3 viewer This pull request fix #3543 1 php  2 0,Mp3 file viewer on attached files list of task This pull request fix #3543 1 php  2 0,Mp3 file viewer on attached files list of task Mp3 viewer 1 php  2 0,Mp3 file viewer on attached files list of task Mp3 viewer This pull request fix #3543 1 php 2 0,Mp3 file viewer on attached files list of task Mp3 viewer This pull request fix #3543 1  2 0,Mp3 file viewer on attached files list of task Mp3 viewer This pull request fix #3543 php ,Mp3 file viewer on attached files list of task Mp3 viewer This pull request fix #3543,feature
add syslog logging option,add syslog option for logging,attempts to fix #423,4,conf cpp h,,84,7,add syslog logging option add syslog option for logging attempts to fix #423 4 conf cpp h  84 7,add syslog option for logging attempts to fix #423 4 conf cpp h  84 7,add syslog logging option attempts to fix #423 4 conf cpp h  84 7,add syslog logging option add syslog option for logging 4 conf cpp h  84 7,add syslog logging option add syslog option for logging attempts to fix #423 4 conf cpp h 84 7,add syslog logging option add syslog option for logging attempts to fix #423 4  84 7,add syslog logging option add syslog option for logging attempts to fix #423 conf cpp h ,add syslog logging option add syslog option for logging attempts to fix #423,feature
conflict resolver example.,conflict resolver example.,This change is reviewable,2,cs,,61,3,conflict resolver example. conflict resolver example. This change is reviewable 2 cs  61 3,conflict resolver example. This change is reviewable 2 cs  61 3,conflict resolver example. This change is reviewable 2 cs  61 3,conflict resolver example. conflict resolver example. 2 cs  61 3,conflict resolver example. conflict resolver example. This change is reviewable 2 cs 61 3,conflict resolver example. conflict resolver example. This change is reviewable 2  61 3,conflict resolver example. conflict resolver example. This change is reviewable cs ,conflict resolver example. conflict resolver example. This change is reviewable,documentation
Should set application title on Gnome,Should set application title on Gnome,This is done via reflection by setting awtAppClassName.,1,java,ux bug visual,17,1,Should set application title on Gnome Should set application title on Gnome This is done via reflection by setting awtAppClassName. 1 java ux bug visual 17 1,Should set application title on Gnome This is done via reflection by setting awtAppClassName. 1 java ux bug visual 17 1,Should set application title on Gnome This is done via reflection by setting awtAppClassName. 1 java ux bug visual 17 1,Should set application title on Gnome Should set application title on Gnome 1 java ux bug visual 17 1,Should set application title on Gnome Should set application title on Gnome This is done via reflection by setting awtAppClassName. 1 java 17 1,Should set application title on Gnome Should set application title on Gnome This is done via reflection by setting awtAppClassName. 1 ux bug visual 17 1,Should set application title on Gnome Should set application title on Gnome This is done via reflection by setting awtAppClassName. java ux bug visual,Should set application title on Gnome Should set application title on Gnome This is done via reflection by setting awtAppClassName.,bug
Should have the Darrowmere moons in the game,Wrote the two Darrowmere Moons,Also fixed issues with TimeVisibilityCriterion.,9,java,bug content tests,119,45,Should have the Darrowmere moons in the game Wrote the two Darrowmere Moons Also fixed issues with TimeVisibilityCriterion. 9 java bug content tests 119 45,Wrote the two Darrowmere Moons Also fixed issues with TimeVisibilityCriterion. 9 java bug content tests 119 45,Should have the Darrowmere moons in the game Also fixed issues with TimeVisibilityCriterion. 9 java bug content tests 119 45,Should have the Darrowmere moons in the game Wrote the two Darrowmere Moons 9 java bug content tests 119 45,Should have the Darrowmere moons in the game Wrote the two Darrowmere Moons Also fixed issues with TimeVisibilityCriterion. 9 java 119 45,Should have the Darrowmere moons in the game Wrote the two Darrowmere Moons Also fixed issues with TimeVisibilityCriterion. 9 bug content tests 119 45,Should have the Darrowmere moons in the game Wrote the two Darrowmere Moons Also fixed issues with TimeVisibilityCriterion. java bug content tests,Should have the Darrowmere moons in the game Wrote the two Darrowmere Moons Also fixed issues with TimeVisibilityCriterion.,feature
"Revert ""Read explicitPeer config settings into params""","Revert ""Read explicitPeer config settings into params""",Reverts #1200,1,cpp,,0,3,"Revert ""Read explicitPeer config settings into params"" Revert ""Read explicitPeer config settings into params"" Reverts #1200 1 cpp  0 3","Revert ""Read explicitPeer config settings into params"" Reverts #1200 1 cpp  0 3","Revert ""Read explicitPeer config settings into params"" Reverts #1200 1 cpp  0 3","Revert ""Read explicitPeer config settings into params"" Revert ""Read explicitPeer config settings into params"" 1 cpp  0 3","Revert ""Read explicitPeer config settings into params"" Revert ""Read explicitPeer config settings into params"" Reverts #1200 1 cpp 0 3","Revert ""Read explicitPeer config settings into params"" Revert ""Read explicitPeer config settings into params"" Reverts #1200 1  0 3","Revert ""Read explicitPeer config settings into params"" Revert ""Read explicitPeer config settings into params"" Reverts #1200 cpp ","Revert ""Read explicitPeer config settings into params"" Revert ""Read explicitPeer config settings into params"" Reverts #1200",revert
Fixes #910 (Channel removal potentially disrupts attachments),Fixes #910,Fixes #910 (Channel removal potentially disrupts attachments),6,cs,,50,14,Fixes #910 (Channel removal potentially disrupts attachments) Fixes #910 Fixes #910 (Channel removal potentially disrupts attachments) 6 cs  50 14,Fixes #910 Fixes #910 (Channel removal potentially disrupts attachments) 6 cs  50 14,Fixes #910 (Channel removal potentially disrupts attachments) Fixes #910 (Channel removal potentially disrupts attachments) 6 cs  50 14,Fixes #910 (Channel removal potentially disrupts attachments) Fixes #910 6 cs  50 14,Fixes #910 (Channel removal potentially disrupts attachments) Fixes #910 Fixes #910 (Channel removal potentially disrupts attachments) 6 cs 50 14,Fixes #910 (Channel removal potentially disrupts attachments) Fixes #910 Fixes #910 (Channel removal potentially disrupts attachments) 6  50 14,Fixes #910 (Channel removal potentially disrupts attachments) Fixes #910 Fixes #910 (Channel removal potentially disrupts attachments) cs ,Fixes #910 (Channel removal potentially disrupts attachments) Fixes #910 Fixes #910 (Channel removal potentially disrupts attachments),bug
fixed few typos in italian,fixed few typos in italian,"Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu",1,php,,65,151,"fixed few typos in italian fixed few typos in italian Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu 1 php  65 151","fixed few typos in italian Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu 1 php  65 151","fixed few typos in italian Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu 1 php  65 151",fixed few typos in italian fixed few typos in italian 1 php  65 151,"fixed few typos in italian fixed few typos in italian Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu 1 php 65 151","fixed few typos in italian fixed few typos in italian Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu 1  65 151","fixed few typos in italian fixed few typos in italian Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu php ","fixed few typos in italian fixed few typos in italian Before to submit your pull-request: Be sure that the unit tests pass If you create a new feature, test your code, do not introduce new bugs Avoid code duplication Small pull-requests are easier to review and can be merged quickly 1 pull-request == 1 featu",translation
change part for replace,irc tunnel,,1,cpp,,3,5,change part for replace irc tunnel  1 cpp  3 5,irc tunnel  1 cpp  3 5,change part for replace  1 cpp  3 5,change part for replace irc tunnel 1 cpp  3 5,change part for replace irc tunnel  1 cpp 3 5,change part for replace irc tunnel  1  3 5,change part for replace irc tunnel  cpp ,change part for replace irc tunnel ,feature
Support for gamemode numbers,Support for gamemode numbers,Adding the gamemodes numbers as a way to gather the gamemode.,1,java,,3,3,Support for gamemode numbers Support for gamemode numbers Adding the gamemodes numbers as a way to gather the gamemode. 1 java  3 3,Support for gamemode numbers Adding the gamemodes numbers as a way to gather the gamemode. 1 java  3 3,Support for gamemode numbers Adding the gamemodes numbers as a way to gather the gamemode. 1 java  3 3,Support for gamemode numbers Support for gamemode numbers 1 java  3 3,Support for gamemode numbers Support for gamemode numbers Adding the gamemodes numbers as a way to gather the gamemode. 1 java 3 3,Support for gamemode numbers Support for gamemode numbers Adding the gamemodes numbers as a way to gather the gamemode. 1  3 3,Support for gamemode numbers Support for gamemode numbers Adding the gamemodes numbers as a way to gather the gamemode. java ,Support for gamemode numbers Support for gamemode numbers Adding the gamemodes numbers as a way to gather the gamemode.,feature
